processor_millis; CozIr_Co2_filtered;SDS011_pm25; SDS011_pm10;BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;Errors
15850;0.0397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7865; SDS011 BME680 CCS8651
15851;0.0397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7866; SDS011 BME680 CCS8652
15852;0.0397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7867; SDS011 BME680 CCS8653
15853;0.0397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7868; SDS011 BME680 CCS8654
15854;0.0397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7869; SDS011 BME680 CCS8655
15855;0.0397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7870; SDS011 BME680 CCS8656
15856;0.0396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7871; SDS011 BME680 CCS8657
15857;0.0396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7872; SDS011 BME680 CCS8658
15858;0.0396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7873; SDS011 BME680 CCS8659
15859;0.0396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7874; SDS011 BME680 CCS8660
15860;0.0395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7875; SDS011 BME680 CCS8661
15861;0.0395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7876; SDS011 BME680 CCS8662
15862;0.0395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7877; SDS011 BME680 CCS8663
15863;0.0394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7878; SDS011 BME680 CCS8664
15864;0.0394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7879; SDS011 BME680 CCS8665
15865;0.0394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7880; SDS011 BME680 CCS8666
15866;0.0393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7881; SDS011 BME680 CCS8667
15867;0.0393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7882; SDS011 BME680 CCS8668
15868;0.0393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7883; SDS011 BME680 CCS8669
15869;0.0392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7884; SDS011 BME680 CCS8670
15870;0.0392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7885; SDS011 BME680 CCS8671
15871;0.0391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7886; SDS011 BME680 CCS8672
15872;0.0391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7887; SDS011 BME680 CCS8673
15873;0.0391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7888; SDS011 BME680 CCS8674
15874;0.039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7889; SDS011 BME680 CCS8675
15875;0.039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7890; SDS011 BME680 CCS8676
15876;0.0389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7891; SDS011 BME680 CCS8677
15877;0.0389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7892; SDS011 BME680 CCS8678
15878;0.0388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7893; SDS011 BME680 CCS8679
15879;0.0388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7894; SDS011 BME680 CCS8680
15880;0.0388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7895; SDS011 BME680 CCS8681
15881;0.0387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7896; SDS011 BME680 CCS8682
15882;0.0387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7897; SDS011 BME680 CCS8683
15883;0.0387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7898; SDS011 BME680 CCS8684
15884;0.0387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7899; SDS011 BME680 CCS8685
15885;0.0386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7900; SDS011 BME680 CCS8686
15886;0.0386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7901; SDS011 BME680 CCS8687
15887;0.0385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7902; SDS011 BME680 CCS8688
15888;0.0385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7903; SDS011 BME680 CCS8689
15889;0.0385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7904; SDS011 BME680 CCS8690
15890;0.0384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7905; SDS011 BME680 CCS8691
15891;0.0384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7906; SDS011 BME680 CCS8692
15892;0.0384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7907; SDS011 BME680 CCS8693
15893;0.0384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7908; SDS011 BME680 CCS8694
15894;0.0383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7909; SDS011 BME680 CCS8695
15895;0.0383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7910; SDS011 BME680 CCS8696
15896;0.0383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7911; SDS011 BME680 CCS8697
15897;0.0382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7912; SDS011 BME680 CCS8698
15898;0.0382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7913; SDS011 BME680 CCS8699
15899;0.0382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7914; SDS011 BME680 CCS8700
15900;0.0382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7915; SDS011 BME680 CCS8701
15901;0.0381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7916; SDS011 BME680 CCS8702
15902;0.0381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7917; SDS011 BME680 CCS8703
15903;0.0381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7918; SDS011 BME680 CCS8704
15904;0.0381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7919; SDS011 BME680 CCS8705
15905;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7920; SDS011 BME680 CCS8706
15906;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7921; SDS011 BME680 CCS8707
15907;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7922; SDS011 BME680 CCS8708
15908;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7923; SDS011 BME680 CCS8709
15909;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7924; SDS011 BME680 CCS8710
15910;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7925; SDS011 BME680 CCS8711
15911;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7926; SDS011 BME680 CCS8712
15912;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7927; SDS011 BME680 CCS8713
15913;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7928; SDS011 BME680 CCS8714
15914;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7929; SDS011 BME680 CCS8715
15915;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7930; SDS011 BME680 CCS8716
15916;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7931; SDS011 BME680 CCS8717
15917;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7932; SDS011 BME680 CCS8718
15918;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7933; SDS011 BME680 CCS8719
15919;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7934; SDS011 BME680 CCS8720
15920;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7935; SDS011 BME680 CCS8721
15921;0.0379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7936; SDS011 BME680 CCS8722
15922;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7937; SDS011 BME680 CCS8723
15923;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7938; SDS011 BME680 CCS8724
15924;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7939; SDS011 BME680 CCS8725
15925;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7940; SDS011 BME680 CCS8726
15926;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7941; SDS011 BME680 CCS8727
15927;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7942; SDS011 BME680 CCS8728
15928;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7943; SDS011 BME680 CCS8729
15929;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7944; SDS011 BME680 CCS8730
15930;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7945; SDS011 BME680 CCS8731
15931;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7946; SDS011 BME680 CCS8732
15932;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7947; SDS011 BME680 CCS8733
15933;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7948; SDS011 BME680 CCS8734
15934;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7949; SDS011 BME680 CCS8735
15935;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7950; SDS011 BME680 CCS8736
15936;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7951; SDS011 BME680 CCS8737
15937;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7952; SDS011 BME680 CCS8738
15938;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7953; SDS011 BME680 CCS8739
15939;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7954; SDS011 BME680 CCS8740
15940;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7955; SDS011 BME680 CCS8741
15941;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7956; SDS011 BME680 CCS8742
15942;0.0378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7957; SDS011 BME680 CCS8743
15943;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7958; SDS011 BME680 CCS8744
15944;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7959; SDS011 BME680 CCS8745
15945;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7960; SDS011 BME680 CCS8746
15946;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7961; SDS011 BME680 CCS8747
15947;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7962; SDS011 BME680 CCS8748
15948;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7963; SDS011 BME680 CCS8749
15949;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7964; SDS011 BME680 CCS8750
15950;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7965; SDS011 BME680 CCS8751
15951;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7966; SDS011 BME680 CCS8752
15952;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7967; SDS011 BME680 CCS8753
15953;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7968; SDS011 BME680 CCS8754
15954;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7969; SDS011 BME680 CCS8755
15955;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7970; SDS011 BME680 CCS8756
15956;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7971; SDS011 BME680 CCS8757
15957;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7972; SDS011 BME680 CCS8758
15958;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7973; SDS011 BME680 CCS8759
15959;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7974; SDS011 BME680 CCS8760
15960;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7975; SDS011 BME680 CCS8761
15961;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7976; SDS011 BME680 CCS8762
15962;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7977; SDS011 BME680 CCS8763
15963;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7978; SDS011 BME680 CCS8764
15964;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7979; SDS011 BME680 CCS8765
15965;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7980; SDS011 BME680 CCS8766
15966;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7981; SDS011 BME680 CCS8767
15967;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7982; SDS011 BME680 CCS8768
15968;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7983; SDS011 BME680 CCS8769
15969;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7984; SDS011 BME680 CCS8770
15970;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7985; SDS011 BME680 CCS8771
15971;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7986; SDS011 BME680 CCS8772
15972;0.0377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7987; SDS011 BME680 CCS8773
15973;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7988; SDS011 BME680 CCS8774
15974;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7989; SDS011 BME680 CCS8775
15975;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7990; SDS011 BME680 CCS8776
15976;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7991; SDS011 BME680 CCS8777
15977;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7992; SDS011 BME680 CCS8778
15978;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7993; SDS011 BME680 CCS8779
15979;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7994; SDS011 BME680 CCS8780
15980;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7995; SDS011 BME680 CCS8781
15981;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7996; SDS011 BME680 CCS8782
15982;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7997; SDS011 BME680 CCS8783
15983;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7998; SDS011 BME680 CCS8784
15984;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.7999; SDS011 BME680 CCS8785
15985;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.8000; SDS011 BME680 CCS8786
15986;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.8001; SDS011 BME680 CCS8787
15987;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.8002; SDS011 BME680 CCS8788
15988;0.0376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;486;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-338.8003; SDS011 BME680 CCS8789
